Designator,Mid X,Mid Y,Layer,Rotation
J1,182.88,-71.12,T,270.0
J2,182.88,-81.28,T,270.0
J3,182.88,-60.96,T,270.0
J4,182.88,-91.44,T,270.0
J5,203.2,-81.28,T,270.0
J6,203.2,-60.96,T,270.0
J7,203.2,-91.44,T,270.0
J8,203.2,-71.12,T,270.0
